序号|股票代码|股票简称|现价|涨跌幅(%)|所属行业|最新流通市值(元)|所属概念|概念个数
492|601012|隆基绿能|16.46|-0.54|光伏设备|124734840832|钙钛矿;BC电池;含可转债;光伏;特斯拉;氢能源;BIPV概念;HJT电池;百度概念;储能|10
493|601016|节能风电|4.26|-6.58|电力|25722726400|储能;绿色电力;含可转债;风电|4
494|601018|宁波港|3.7|-2.37|航运港口|71981236224|一带一路;中特估;航运概念|3
495|601020|华钰矿业|28.66|-2.42|工业金属|23500187648|黄金概念;一带一路|2
496|601021|春秋航空|47.18|-0.04|航空机场|46157770752|免税概念;跨境电商|2
497|601058|赛轮轮胎|13.92|-2.73|汽车零部件|45770358784|DeepSeek;小米汽车|2
498|601059|信达证券|16.91|0.65|证券|54839132160||0
499|601061|中信金属|13.86|-1.28|贸易|67913994240|超导概念;中特估;镍金属;黄金概念;一带一路|5
500|601066|中信建投|23|4.07|证券|149400436736|腾讯概念;中特估;含H股|3
501|601069|西部黄金|32.59|1.02|贵金属|28913471488|黄金概念|1
502|601077|渝农商行|7.28|-0.95|地方性银行|64342405120|含H股;小米概念|2
503|601088|中国神华|48|0.04|煤炭开采|791569825792|中特估;含H股|2
504|601098|中南传媒|11.37|1.52|出版业|20420519936|人工智能;通达信88;AI智能体;知识付费;AIGC概念|5
505|601099|太平洋|3.68|-0.54|证券|25084045312||0
506|601100|恒立液压|104.98|-0.02|工程机械|140759384064|高端装备|1
507|601106|中国一重|4.54|9.93|专用设备|31134334976|商业航天;镍金属;工业母机;军民融合;中特估;核电核能;高端装备;风电;一带一路;特斯拉|10
508|601108|财通证券|8.27|0.61|证券|38403932160|区块链;含可转债|2
509|601111|中国国航|6.73|0.15|航空机场|78324482048|含H股;中特估|2
510|601117|中国化学|8.6|-0.69|专业工程|52357382144|一带一路;中俄贸易;新材料;可控核变;中特估;氢能源;芯片;磷概念;储能|9
511|601118|海南橡胶|7.19|1.7|种植业|30769086464|乡村振兴;降解塑料;免税概念;碳中和;海南自贸;赛马概念|6
512|601126|四方股份|56.05|3.82|电网设备|46246035456|智能电网;核电核能;光伏;风电;智能机器;氢能源;阿里概念;储能;虚拟电厂;数据中心;绿色电力;东数西算;数字孪生;边缘计算;雅江水电;DeepSeek;人工智能;特高压|18
513|601127|赛力斯|88.75|-1.88|乘用车|138201808896|固态电池;车联网;地摊经济;人工智能;华为汽车;人形机器;低空经济;新能源车;飞行汽车;阿里概念;百度概念;无人驾驶;通达信88;含H股;节能环保;智能机器;抖音概念|17
514|601128|常熟银行|7.32|-0.81|地方性银行|24276938752|含可转债|1
515|601136|首创证券|16.62|-0.89|证券|45428011008||0
516|601138|工业富联|62.88|-5.1|消费电子|1247796527104|数据中心;东数西算;液冷服务;CPO概念;新能源车;工业互联;阿里概念;芯片;智慧城市;消费电子;算力租赁;英伟达;人工智能;虚拟现实;大数据;物联网;5G概念;创投概念;云计算;苹果概念;智能机器|21
517|601155|新城控股|14.78|0.48|房地产开发|33338105856|装配建筑;物业管理;养老概念|3
518|601158|重庆水务|4.43|0|水务|21264109568|PPP概念;含可转债;节能环保|3
519|601162|天风证券|3.58|-3.5|证券|30780735488|物业管理|1
520|601166|兴业银行|17.93|-1.38|全国性银行|379450064896|跨境支付;海峡西岸;含可转债|3
521|601168|西部矿业|29.59|-2.47|工业金属|70512975872|黄金概念;稀缺资源;锂电池;盐湖提锂;钒电池;锂矿;镍金属|7
522|601169|北京银行|5.3|0|地方性银行|112057819136||0
523|601179|中国西电|16.92|-1.34|电网设备|86729932800|量子科技;可控核变;特高压;中特估;储能;数据中心;东数西算;超级电容;工业母机;雅江水电;智能电网;核电核能;水利建设;光伏;高端装备;风电;一带一路|17
524|601186|中国铁建|6.75|-0.59|基础建设|77646905344|含H股;高铁;水利建设;高端装备;一带一路;智能机器;装配建筑;商业航天;PPP概念;中特估|10
525|601187|厦门银行|7.72|0.92|地方性银行|20329693184|海峡西岸|1
526|601198|东兴证券|13.2|0.84|证券|42668281856||0
527|601208|东材科技|39.14|1.24|塑料|39538561024|光伏;苹果概念;消费电子;OLED概念;特高压;燃料电池;氢能源;新能源车;商业航天;芯片;PCB概念;折叠屏;BC电池;光刻机;复合铜箔|15
528|601211|国泰海通|16.12|0|证券|217570197504|中特估;含H股;上海自贸|3
529|601212|白银有色|7.63|-0.39|工业金属|56498429952|黄金概念;锂电池;超导概念;可控核变;镍金属|5
530|601216|君正集团|5.59|-1.06|化学原料|47168520192|航运概念;绿色电力;光伏;生物疫苗;互联金融;氢能源;降解塑料;阿里概念;天然气|9
531|601225|陕西煤业|26.13|0|煤炭开采|253330325504|通达信88|1
532|601228|广州港|3.24|-0.61|航运港口|24444282880|粤港澳;一带一路;养老概念;信息安全;航运概念;冷链物流;数据要素|7
533|601229|上海银行|9.38|-1.68|地方性银行|133280587776|含可转债|1
534|601231|环旭电子|37.8|-6.16|消费电子|90308165632|物联网;5G概念;苹果概念;智能穿戴;一带一路;消费电子;英伟达;汽车电子;AI眼镜;无线耳机;元宇宙;CPO概念;新能源车;芯片|14
535|601233|桐昆股份|24.21|4.99|化纤|57490808832|互联金融|1
536|601236|红塔证券|7.5|-2.85|证券|35375906816||0
537|601238|广汽集团|7.03|0|乘用车|51907395584|含H股;锂电池;智能交通;充电桩;石墨烯;智能机器;氢能源;低空经济;新能源车;电池回收;飞行汽车;商业航天;储能;无人驾驶;固态电池;英伟达;车联网;华为汽车;人形机器;燃料电池|20
538|601288|农业银行|6.92|-0.29|全国性银行|2209169801216|跨境支付;中特估;通达信88;含H股|4
539|601298|青岛港|8.85|-1.88|航运港口|47719862272|含H股;一带一路;航运概念;中俄贸易;DeepSeek;中特估;区块链|7
540|601318|中国平安|59.37|-0.1|保险|632888033280|智能医疗;含H股;家庭医生;中特估|4
541|601319|中国人保|7.18|-0.28|保险|254873894912|中特估;含H股|2
542|601328|交通银行|6.8|-2.16|全国性银行|177292607488|含H股;跨境支付;中特估|3
543|601336|新华保险|64.4|0.47|保险|134302294016|通达信88;含H股|2
544|601360|三六零|11.17|1.92|软件服务|78185062400|通达信88;物联网;云计算;安防服务;智能穿戴;网络游戏;信息安全;智能机器;消费电子;华为鸿蒙;多模态AI;车联网;DeepSeek;ChatGPT;智谱AI;人工智能;信创;国产软件;区块链;大数据;远程办公;AI智能体;新能源车;智慧城市;AI营销;跨境电商;操作系统;AIGC概念|28
545|601377|兴业证券|6.07|1.85|证券|52420448256|海峡西岸|1
546|601390|中国中铁|5.08|-3.05|基础建设|104032468992|低空经济;储能;通达信88;含H股;高铁;水利建设;一带一路;PPP概念;钴金属;人工智能;新型城镇;中特估|12
547|601398|工商银行|7.45|-0.27|全国性银行|2008611028992|中特估;含H股;跨境支付|3
548|601399|国机重装|4.29|3.37|专用设备|30946154496|乡村振兴;氢能源;储能;核电核能;水利建设;创投概念;高端装备;风电;一带一路;临界发电;可控核变;新型工业;工业母机|13
549|601456|国联民生|9.63|0.31|证券|42150330368|含H股;互联金融|2
550|601519|大智慧|10.24|0.1|软件服务|20368996352|互联金融;数据中心;华为鸿蒙;国产软件;大数据|5
551|601555|东吴证券|8.04|-0.74|证券|39948369920|创投概念|1
552|601567|三星电气|20.06|-3.28|电网设备|28188497920|人脑工程;工业互联;储能;智能医疗;智能电网;物联网;光伏;风电;充电桩;婴童概念;养老概念;民营医院;数据中心;人工智能|14
553|601577|长沙银行|9.97|0.81|地方性银行|40086216704||0
554|601598|中国外运|6|-0.99|物流|30944821248|中特估;区块链;航运概念;中俄贸易;跨境电商;冷链物流;无人驾驶;含H股;一带一路;智能机器|10
555|601600|中国铝业|11.65|-2.18|工业金属|153469698048|中特估;含H股;锂电池;稀土永磁;风电;绿色电力;镍金属;乡村振兴|8
556|601601|中国太保|37.23|-1.04|保险|254840881152|含H股;含GDR;含GDR;中特估|4
557|601606|长城军工|37.62|0.45|地面兵装|27245471744|军民融合;军贸概念;国防军工;新能源车|4
558|601607|上海医药|17.09|0.95|医药商业|47667556352|创新药;智能医疗;含H股;生物疫苗;上海自贸;仿制药|6
559|601608|中信重工|6.05|1.85|专用设备|27706298368|新型工业;人工智能;中特估;人形机器;核电核能;光伏;节能环保;高端装备;地热能;风电;一带一路;智能机器;工业互联;减速器;海洋经济;大飞机;超级电容;一体压铸|18
560|601611|中国核建|13.34|1.83|基础建设|40204546048|储能;智能电网;国防军工;核电核能;水利建设;风电;一带一路;可控核变;中特估|9
561|601615|明阳智能|15.84|4.14|风电设备|35822108672|粤港澳;人工智能;含GDR;含GDR;氢能源;BIPV概念;HJT电池;商业航天;阿里概念;芯片;储能;绿色电力;钙钛矿;光伏;高端装备;风电|16
562|601618|中国中冶|2.93|-1.01|专业工程|52308172800|镍金属;含H股;光伏;高端装备;一带一路;工业互联;装配建筑;PPP概念;钴金属;新型城镇;中特估|11
563|601628|中国人寿|36.67|0.08|保险|763598798848|含H股;中特估|2
564|601633|长城汽车|19.89|-0.3|乘用车|123501838336|雄安新区;固态电池;车联网;DeepSeek;燃料电池;含H股;含可转债;智能机器;氢能源;新能源车;无人驾驶;MCU芯片|12
565|601658|邮储银行|5.07|-1.55|全国性银行|367715942400|含H股|1
566|601665|齐鲁银行|6.39|-1.08|地方性银行|39323054080||0
567|601666|平煤股份|8.62|0.47|煤炭开采|21285916672|含可转债;稀缺资源|2
568|601668|中国建筑|4.91|0.2|房屋建设|202883104768|通达信88;核电核能;水利建设;风电;一带一路;绿色电力;绿色建筑;数字孪生;PPP概念;新型城镇;中特估;BIPV概念;地下管网;装配建筑|14
569|601669|中国电建|5.59|-1.58|基础建设|73069830144|乡村振兴;低空经济;AI智能体;商业航天;储能;虚拟电厂;智慧城市;数据中心;绿色电力;雅江水电;碳中和;核电核能;水利建设;光伏;高端装备;风电;一带一路;雄安新区;PPP概念;钴金属;DeepSeek;人工智能;特高压;中特估;燃料电池|25
570|601677|明泰铝业|17.75|-1|工业金属|21619615744|消费电子;固态电池;特高压;新能源车;储能;高铁;5G概念;锂电池;智能机器|9
571|601688|华泰证券|19.15|-0.73|证券|139924422656|含H股;阿里概念;含GDR;含GDR|4
572|601689|拓普集团|60.14|4.45|汽车零部件|104513437696|英伟达;汽车电子;新型工业;华为汽车;小米汽车;人形机器;小米概念;新能源车;热管理;无人驾驶;特斯拉;智能机器;数据中心;液冷服务;一体压铸|15
573|601696|中银证券|12.42|1.22|证券|34502758400||0
574|601698|中国卫通|36.67|2.98|航天装备|154908196864|低空经济;商业航天;6G概念;国防军工;一带一路|5
575|601699|潞安环能|16.16|-0.25|煤炭开采|48341172224||0
576|601717|中创智领|18.67|-9.98|专用设备|28792233984|含H股;高端装备;风电;智能机器;DeepSeek;华为汽车;中俄贸易;新能源车;储能;热管理|10
577|601727|上海电气|8.08|1.76|其他发电设备|101934366720|核污防治;大飞机;光刻机;工业母机;固态电池;临界发电;光热发电;可控核变;特高压;人形机器;燃料电池;氢能源;钒电池;工业互联;减速器;储能;智能电网;含H股;国防军工;锂电池;核电核能;光伏;高端装备;智能交通;风电;充电桩;一带一路;特斯拉;智能机器|29
578|601728|中国电信|6.03|-0.17|电信服务|468107264000|通达信88;含H股;物联网;5G概念;卫星导航;云计算;量子科技;智慧政务;算力租赁;DeepSeek;6G概念;国资云;中特估;区块链;大数据;数据中心;数据要素;商业航天|18
579|601766|中国中车|5.97|1.02|轨交设备|145236934656|氢能源;新能源车;芯片;储能;雄安新区;PPP概念;特高压;中特估;燃料电池;通达信88;含H股;高铁;高端装备;风电;一带一路;智能机器;数据中心;绿色电力|18
580|601777|千里科技|11.23|-0.18|摩托车及其他|50771947520|车联网;地摊经济;换电概念;新能源车;百度概念;无人驾驶;智能交通;特斯拉|8
581|601778|晶科科技|6.5|-6.61|电力|24234889216|含可转债;光伏;风电;算力租赁;腾讯概念;数据中心;绿色电力;东数西算;氢能源;BIPV概念;阿里概念;储能;虚拟电厂|13
582|601788|光大证券|15.19|2.91|证券|59342753792|含H股|1
583|601799|星宇股份|124.08|-1.29|汽车零部件|35447099392|汽车电子;华为汽车;人形机器;MicroLED;无人驾驶;毫米雷达;物联网;智能机器|8
584|601800|中国交建|7.01|-0.85|基础建设|82603958272|含H股;高铁;核电核能;水利建设;风电;一带一路;AI智能体;商业航天;中特估;雅江水电|10
585|601808|中海油服|15.1|-0.33|油服工程|44703072256|中特估;天然气;海洋经济;含H股;可燃冰;高端装备;一带一路|7
586|601816|京沪高铁|4.9|-0.81|公路铁路|239735832576|中特估;高铁|2
587|601818|光大银行|3.12|-1.27|全国性银行|144789258240|含H股|1
588|601825|沪农商行|8.98|0.45|地方性银行|84182482944||0
589|601838|成都银行|19.15|0.79|地方性银行|81166032896||0
590|601857|中国石油|12.22|-0.24|油气开采|1978687815680|氢能源;天然气;中特估;含H股;页岩气;一带一路|6
591|601858|中国科传|25.38|2.79|出版业|20062887936|知识付费;芯片;智能医疗;数据要素;知识产权;DeepSeek;国资云;中特估|8
592|601865|福莱特|13.52|-1.82|光伏设备|25701863424|含H股;含可转债;光伏;一带一路|4
593|601866|中远海发|2.66|-1.48|航运港口|25940279296|含H股;上海自贸;一带一路;中特估;储能;航运概念|6
594|601868|中国能建|2.83|-0.7|基础建设|91773296640|数据中心;绿色电力;东数西算;雅江水电;临界发电;算力租赁;可控核变;人工智能;特高压;新型城镇;光通信;中特估;燃料电池;含H股;国防军工;核电核能;水利建设;风电;一带一路;智能机器;氢能源;低空经济;AI智能体;阿里概念;储能;虚拟电厂|26
595|601869|长飞光纤|353.9|-4.49|通信设备|143803105280|CPO概念;新能源车;工业互联;超清视频;铜缆连接;芯片;量子科技;特高压;光通信;人形机器;三代半导;抖音概念;智能电网;含H股;5G概念;创投概念;风电;智能机器|18
596|601872|招商轮船|17.6|-0.06|航运港口|142111883264|上海自贸;一带一路;天然气;航运概念|4
597|601877|正泰电器|32.73|0.4|电网设备|70335750144|数据中心;绿色电力;智能电网;物联网;锂电池;光伏;风电;充电桩;石墨烯;一带一路;特斯拉;智能机器;人工智能;BIPV概念;阿里概念;储能;虚拟电厂|17
598|601878|浙商证券|9.85|0|证券|45051895808||0
599|601880|辽港股份|1.64|-1.8|航运港口|30197405696|含H股;光伏;一带一路;航运概念;绿色电力;中俄贸易;区块链|7
600|601881|中国银河|12.78|-1.16|证券|92570877952|中特估;含H股|2
601|601888|中国中免|65.62|-0.5|旅游|128121446400|旅游概念;中特估;含H股;新零售;海南自贸;一带一路;跨境电商;免税概念|8
602|601898|中煤能源|18.72|0.05|煤炭开采|171325456384|中特估;含H股;化肥概念|3
603|601899|紫金矿业|33.3|-2.46|工业金属|686039760896|氢能源;通达信88;黄金概念;含H股;稀缺资源;一带一路;钴金属;中特估|8
604|601901|方正证券|7.18|0.42|证券|59106488320||0
605|601916|浙商银行|2.97|0.34|全国性银行|63986974720|数字货币;含H股|2
606|601918|新集能源|8.95|-0.56|煤炭开采|23185348608|风电;绿色电力;临界发电|3
607|601919|中远海控|14.12|-1.67|航运港口|177293639680|中特估;通达信88;含H股;一带一路;航运概念|5
608|601928|凤凰传媒|9.43|-0.95|出版业|23998408704|云计算;网络游戏;算力租赁;短剧游戏;DeepSeek;职业教育;虚拟现实;大数据;数据中心;东数西算;AI智能体|11
609|601933|永辉超市|3.84|0.52|一般零售|34848141312|跨境电商;IP经济;腾讯概念;乡村振兴;预制菜;海峡西岸;食品安全;新零售|8
610|601939|建设银行|9.95|1.43|全国性银行|95456886784|含H股;中特估;跨境支付|3
611|601958|金钼股份|19.58|-1.16|稀有金属|63176912896|镍金属;稀缺资源;OLED概念|3
612|601963|重庆银行|10.5|-1.04|地方性银行|21357305856|乡村振兴;含H股;含可转债|3
613|601969|海南矿业|12.23|-2.47|冶钢原料|24123387904|碳中和;黄金概念;锂电池;创投概念;海南自贸;乡村振兴;锂矿;天然气;氟概念;钴金属;旅游概念|11
614|601975|招商南油|4.48|-1.97|航运港口|20967944192|航运概念|1
615|601985|中国核电|8.99|0|电力|169760735232|绿色电力;钙钛矿;储能;核电核能;光伏;风电;一带一路;智能机器;DeepSeek;可控核变;中特估|11
616|601988|中国银行|5.75|-0.69|全国性银行|1211901673472|中特估;跨境支付;含H股|3
617|601990|南京证券|7.35|0.55|证券|27094751232|创投概念|1
618|601991|大唐发电|4.16|-3.03|电力|51567726592|含H股;核电核能;光伏;风电;绿色电力;雅江水电;储能|7
619|601995|中金公司|34.23|-0.58|证券|100072857600|中特估;含H股|2
620|601997|贵阳银行|6.01|-0.33|地方性银行|21973751808||0
621|601998|中信银行|8.41|0.12|全国性银行|342816817152|含H股;中特估|2
622|603000|人民网|18.98|-2.72|数字媒体|20986017792|数据中心;东数西算;AI营销;AIGC概念;数据确权;数据要素;知识产权;华为鸿蒙;算力租赁;DeepSeek;智谱AI;人工智能;国资云;区块链;大数据;远程办公;AI智能体;百度概念;智能医疗;创投概念;网络游戏;体育概念;信息安全|23
623|603005|晶方科技|31.1|1.47|半导体|20282540032|数据中心;三代半导;光刻机;玻璃基板;消费电子;汽车芯片;汽车电子;AI眼镜;虚拟现实;新能源车;先进封装;芯片;智能机器|13
624|603019|中科曙光|92.96|2.81|IT设备|135973224448|创投概念;云计算;信息安全;工业互联;Web3概念;芯片;百度概念;AI医疗;智慧城市;数据中心;东数西算;液冷服务;操作系统;抖音概念;数字孪生;边缘计算;雄安新区;量子科技;算力租赁;DeepSeek;新型工业;智谱AI;人工智能;腾讯概念;信创;中特估;基因概念;国产软件;区块链;大数据|30
625|603026|石大胜华|114.92|-3.63|电池|26741997568|氟概念;新能源车;燃料电池;锂电池;特斯拉|5
626|603061|金海通|254.85|0.89|半导体|22171951104|芯片|1
627|603063|禾望电气|43.88|4.15|风电设备|20132190208|智能电网;光伏;风电;氢能源;储能;粤港澳|6
628|603067|振华股份|34.98|-1.6|化学原料|26428276736|维生素;锂电池;钒电池;储能;固态电池;钛金属|6
629|603077|和邦生物|2.96|-2.63|化学原料|26141751296|锂矿;磷概念;天然气;化肥概念;绿色电力;TOPCon;草甘膦;黄金概念;含可转债;锂电池;稀土永磁;光伏;一带一路|13
630|603083|剑桥科技|174.97|2.5|通信设备|48219701248|含H股;物联网;5G概念;一带一路;智能家居;光通信;CPO概念;工业互联;液冷服务;边缘计算|10
631|603087|甘李药业|58.85|-1.61|生物制品|32829978624|创新药;减肥药;基因概念|3
632|603127|昭衍新药|38.87|0.6|医疗服务|24501821440|创新药;CXO概念;免疫治疗;含H股;生物疫苗|5
633|603129|春风动力|274.73|-0.46|摩托车及其他|42166329344|工业互联;体育概念;车联网|3
634|603156|养元饮品|37.55|4.77|饮料乳品|47323422720|创投概念|1
635|603160|汇顶科技|64.89|0.28|半导体|30224164864|物联网;智能穿戴;智能家居;消费电子;华为鸿蒙;汽车芯片;电子纸;粤港澳;汽车电子;OLED概念;人工智能;AI眼镜;虚拟现实;MCU芯片;小米概念;无线耳机;星闪概念;新能源车;芯片;AI手机PC|20
636|603171|税友股份|55.29|-0.56|软件服务|22441658368|AI智能体;阿里概念;智慧城市;AI营销;AIGC概念;数据要素;华为鸿蒙;智慧政务;DeepSeek;ChatGPT;财税数字;人工智能;信创;大数据|14
637|603179|新泉股份|61.4|7.02|汽车零部件|31322714112|新能源车;特斯拉;智能机器|3
638|603195|公牛集团|44.85|8.49|家居用品|80759791616|通达信88;物联网;充电桩;抖音概念;智能家居;腾讯概念;储能|7
639|603198|迎驾贡酒|38|-2.16|酿酒|30400000000|白酒概念|1
640|603225|新凤鸣|18.52|0.6|化纤|30901467136|新材料;工业互联|2
641|603228|景旺电子|70.17|-3.68|元器件|68468826112|CPO概念;新能源车;芯片;PCB概念;折叠屏;无人驾驶;消费电子;英伟达;汽车电子;6G概念;OLED概念;5G概念;卫星导航;特斯拉;毫米雷达|15
642|603233|大参林|18.72|-3.26|医药商业|21319233536|含可转债;DeepSeek|2
643|603256|宏和科技|119.1|-1.26|玻璃玻纤|104775540736|数据中心;5G概念;苹果概念;消费电子;芯片;PCB概念|6
644|603259|药明康德|109.55|-1.47|医疗服务|270947860480|通达信88;含H股;基因概念;创新药;CXO概念|5
645|603260|合盛硅业|44.6|-1.87|化学制品|52726427648|光伏;三代半导;有机硅;新材料|4
646|603268|松发股份|149.5|4.04|航海装备|34870845440|海洋经济;高端装备;跨境电商|3
647|603288|海天味业|38.64|-1.6|调味品|214861611008|含H股|1
648|603290|斯达半导|103.92|-5.44|半导体|24886085632|汽车芯片;低空经济;新能源车;芯片;储能;光伏;数据中心;三代半导;MCU芯片;高压快充|10
649|603296|华勤技术|103.61|1.12|消费电子|59108208640|智能家居;消费电子;英伟达;汽车电子;腾讯概念;人形机器;AI眼镜;虚拟现实;含H股;智能穿戴;上海自贸;智能机器;数据中心;东数西算;液冷服务;抖音概念;毫米雷达;小米概念;无线耳机;阿里概念;芯片;AI手机PC;无人驾驶|23
650|603298|杭叉集团|27.17|-1.2|工程机械|35587592192|新能源车;通达信88;5G概念;一带一路;智能机器;人形机器|6
651|603301|振德医疗|92.3|2.54|医疗器械|24355772416|口罩防护;跨境电商|2
652|603306|华懋科技|101.45|0.52|汽车零部件|33427247104|CPO概念;新能源车;芯片;数据中心;光刻机;海峡西岸;含可转债;特斯拉;智能机器|9
653|603308|应流股份|75.58|-1.09|通用设备|51321954304|含可转债;国防军工;核电核能;高端装备;3D打印;风电;一带一路;工业互联;商业航天;无人机;可控核变;核污防治;大飞机;新材料|14
654|603338|浙江鼎力|55.12|-4.97|工程机械|27909896192|军民融合;高端装备;一带一路;智能机器|4
655|603345|安井食品|109.39|-0.39|食品加工|32083453952|海峡西岸;含H股;预制菜|3
656|603369|今世缘|27.44|-1.22|酿酒|34212192256|白酒概念|1
657|603379|三美股份|65.27|-1.63|化学制品|39845961728|芯片;氟概念;PVDF概念;锂电池|4
658|603392|万泰生物|39.3|0.59|生物制品|49690636288|生物疫苗;DeepSeek;幽门菌;创新药|4
659|603444|吉比特|406.61|-2.16|游戏|29292627968|海峡西岸;网络游戏;IP经济|3
660|603486|科沃斯|65.16|-1.53|小家电|37359652864|含可转债;智能机器;数据中心;智能家居;人工智能|5
661|603501|豪威集团|98.3|-3.24|半导体|118975733760|MCU芯片;通达信88;含H股;含可转债;小米概念;无线耳机;超清视频;机器视觉;芯片;无人驾驶;消费电子;汽车芯片;英伟达;汽车电子;OLED概念;含GDR;含GDR;AI眼镜|18
662|603516|淳中科技|142.25|-10|IT设备|28914915328|英伟达;人工智能;远程办公;混合现实;星闪概念;超清视频;芯片;智慧城市;安防服务;液冷服务;军工信息|11
663|603530|神马电力|60.95|-2.07|电网设备|26053980160|特高压;智能电网;核电核能;风电;一带一路|5
664|603565|中谷物流|10.85|0.18|航运港口|22785685504|航运概念;冷链物流;数据要素;上海自贸|4
665|603568|伟明环保|21.47|1.23|环境治理|36650233856|镍金属;垃圾分类;通达信88;含可转债;锂电池;节能环保;生物质能;一带一路;智能机器;PPP概念|10
666|603588|高能环境|14.58|-1.29|环境治理|22208759808|黄金概念;稀缺资源;节能环保;生物质能;一带一路;医废处理;镍金属;PPP概念|8
667|603596|伯特利|45.88|-0.56|汽车零部件|27826788352|汽车电子;华为汽车;人形机器;低空经济;新能源车;飞行汽车;无人驾驶;含可转债;创投概念;特斯拉;智能机器|11
668|603605|珀莱雅|61.88|-0.63|日用化工|24502994944|抖音概念;通达信88;含可转债|3
669|603606|东方电缆|62.13|-1.99|电网设备|42727759872|高端装备;风电;海洋经济|3
670|603629|利通电子|144.41|9.99|消费电子|37262258176|消费电子;算力租赁;英伟达;OLED概念;腾讯概念;小米概念;芯片;国防军工;东数西算;液冷服务|10
671|603650|彤程新材|53.96|-1.53|橡胶|33156984832|稀土永磁;石墨烯;降解塑料;芯片;OLED概念;存储芯片;光刻机;新材料|8
672|603659|璞泰来|36.27|-3.59|电池|77487194112|氢能源;新能源车;钠电池;芯片;储能;碳中和;锂电池;上海自贸;特斯拉;PVDF概念;复合铜箔;消费电子;固态电池|13
673|603667|五洲新春|66.38|3.48|通用设备|24308541440|新能源车;减速器;商业航天;热管理;大飞机;国防军工;高端装备;风电;特斯拉;智能机器;无人机;人形机器|12
674|603688|石英股份|55.18|-0.88|非金属材料|29889806336|光通信;存储芯片;芯片;光伏|4
675|603698|航天工程|43.97|10.01|专用设备|23567480832|氢能源;军民融合;碳中和;核电核能;节能环保|5
676|603699|纽威股份|62.74|5.04|通用设备|47565877248|通达信88;核电核能;页岩气;风电;一带一路;氢能源;可控核变|7
677|603728|鸣志电器|59.35|1.54|电机制造|24860676096|5G概念;安防服务;智能机器;新能源车;减速器;无人驾驶;人形机器|7
678|603730|岱美股份|10.94|3.21|汽车零部件|23505528832|新能源车;含可转债;上海自贸;特斯拉|4
679|603737|三棵树|42.67|-0.88|装饰建材|31482671104|商业航天;绿色建筑;海峡西岸;新零售;DeepSeek|5
680|603766|隆鑫通用|15.36|-0.19|摩托车及其他|31542403072|国防军工;充电桩;乡村振兴;新能源车;储能;DeepSeek;地摊经济;高压快充|8
681|603786|科博达|53.75|2.13|汽车零部件|21707298816|新能源车;无人驾驶;车联网;汽车电子|4
682|603799|华友钴业|66.59|-1.58|能源金属|125695754240|盐湖提锂;新能源车;钠电池;锂矿;电池回收;飞行汽车;储能;钴金属;固态电池;含GDR;含GDR;人形机器;镍金属;新材料;稀缺资源;锂电池;特斯拉|17
683|603806|福斯特|18.74|0.27|光伏设备|48887881728|含可转债;光伏;固态电池;HJT电池;MicroLED;商业航天;储能;PCB概念;MiniLED;BC电池;新材料;POE胶膜|12
684|603816|顾家家居|29.04|-1.26|家居用品|23585310720|免税概念;跨境电商;智能家居|3
685|603826|坤彩科技|33.79|-2.76|非金属材料|22139207680|海峡西岸;钛金属|2
686|603833|欧派家居|47|-3.69|家居用品|28630185984|智能家居;C2M概念;含可转债|3
687|603876|鼎胜新材|29.76|4.2|工业金属|27654991872|钠电池;储能;锂电池;一带一路;固态电池|5
688|603881|数据港|36.91|-0.83|云服务|26515296256|雄安新区;腾讯概念;国资云;大数据;云计算;阿里概念;百度概念;数据中心;东数西算;液冷服务|10
689|603885|吉祥航空|11.44|-1.29|航空机场|24985020416||0
690|603893|瑞芯微|182.9|0.29|半导体|76978331648|海峡西岸;物联网;智能穿戴;智能机器;小米概念;机器视觉;芯片;百度概念;MCU芯片;边缘计算;智能家居;消费电子;汽车芯片;汽车电子;人工智能;腾讯概念;人形机器;AI眼镜;虚拟现实|19
691|603899|晨光股份|24.54|-1.33|文娱用品|22600613888|IP经济;新零售|2
692|603920|世运电路|52.65|-3.77|元器件|37939183616|5G概念;光伏;充电桩;特斯拉;智能机器;数据中心;东数西算;毫米雷达;英伟达;粤港澳;汽车电子;无人机;OLED概念;光通信;人形机器;AI眼镜;人脑工程;CPO概念;低空经济;新能源车;飞行汽车;商业航天;储能;PCB概念;无人驾驶|25
693|603929|亚翔集成|188.3|-2.12|专业工程|40175689728|芯片;折叠屏;OLED概念|3
694|603939|益丰药房|23.2|-0.98|医药商业|28127502336|含可转债;家庭医生;智能医疗|3
695|603979|金诚信|62.3|-0.84|工业金属|38862049280|磷概念;黄金概念;含可转债;一带一路|4
696|603986|兆易创新|312.99|1.33|半导体|209028710400|含H股;物联网;锂电池;MCU芯片;血氧仪;汽车芯片;汽车电子;存储芯片;人形机器;小米概念;无线耳机;超清视频;芯片|13
697|603993|洛阳钼业|18.62|-2.97|稀有金属|325120917504|钴金属;镍金属;盐湖提锂;锂矿;磷概念;通达信88;黄金概念;含H股;稀缺资源;锂电池|10
698|605090|九丰能源|45.56|-3.39|燃气|32078725120|航运概念;绿色电力;氢能源;工业气体;低空经济;商业航天;芯片;天然气;通达信88;创投概念;节能环保;生物质能;DeepSeek;粤港澳|14
699|605117|德业股份|150.63|2.03|光伏设备|136972771328|光伏;储能|2
